ds,bing_tiles_visited,single_tile_users,driving,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,#cases,bing_tiles_visited t-1,single_tile_users t-1,driving t-1,retail_and_recreation t-1,grocery_and_pharmacy t-1,parks t-1,transit_stations t-1,workplaces t-1,residential t-1,bing_tiles_visited t-2,single_tile_users t-2,driving t-2,retail_and_recreation t-2,grocery_and_pharmacy t-2,parks t-2,transit_stations t-2,workplaces t-2,residential t-2,bing_tiles_visited t-3,single_tile_users t-3,driving t-3,retail_and_recreation t-3,grocery_and_pharmacy t-3,parks t-3,transit_stations t-3,workplaces t-3,residential t-3,bing_tiles_visited t-4,single_tile_users t-4,driving t-4,retail_and_recreation t-4,grocery_and_pharmacy t-4,parks t-4,transit_stations t-4,workplaces t-4,residential t-4,bing_tiles_visited t-5,single_tile_users t-5,driving t-5,retail_and_recreation t-5,grocery_and_pharmacy t-5,parks t-5,transit_stations t-5,workplaces t-5,residential t-5,bing_tiles_visited t-6,single_tile_users t-6,driving t-6,retail_and_recreation t-6,grocery_and_pharmacy t-6,parks t-6,transit_stations t-6,workplaces t-6,residential t-6,bing_tiles_visited t-7,single_tile_users t-7,driving t-7,retail_and_recreation t-7,grocery_and_pharmacy t-7,parks t-7,transit_stations t-7,workplaces t-7,residential t-7,bing_tiles_visited t-8,single_tile_users t-8,driving t-8,retail_and_recreation t-8,grocery_and_pharmacy t-8,parks t-8,transit_stations t-8,workplaces t-8,residential t-8,bing_tiles_visited t-9,single_tile_users t-9,driving t-9,retail_and_recreation t-9,grocery_and_pharmacy t-9,parks t-9,transit_stations t-9,workplaces t-9,residential t-9,bing_tiles_visited t-10,single_tile_users t-10,driving t-10,retail_and_recreation t-10,grocery_and_pharmacy t-10,parks t-10,transit_stations t-10,workplaces t-10,residential t-10,state
2020-04-12,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,9.0,-0.23714000000000002,0.30176,46.83,-60.0,5.0,31.0,-55.0,-31.0,9.0,-0.55101,0.43756999999999996,46.69,-83.0,-92.0,66.0,-74.0,-85.0,27.0,-0.1968,0.26150999999999996,59.38,-41.0,17.0,38.0,-53.0,-50.0,14.0,-0.20309000000000002,0.27426999999999996,60.43,-45.0,10.0,71.0,-53.0,-48.0,14.0,-0.20351,0.28126999999999996,61.08,-45.0,-1.0,53.0,-54.0,-48.0,15.0,-0.20469,0.26516999999999996,59.77,-45.0,-5.0,86.0,-51.0,-47.0,14.0,-0.21846,0.43433,51.15,-64.0,-22.0,111.0,-59.0,-32.0,7.0,-0.29233000000000003,0.3403,45.13,-65.0,-12.0,20.0,-57.0,-35.0,12.0,-0.31919000000000003,0.31256999999999996,51.53,-57.0,-10.0,-4.0,-59.0,-48.0,18.0,-0.2919,0.31315,55.88,-54.0,-11.0,-12.0,-58.0,-48.0,18.0,Bremen
2020-04-13,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,9.0,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,-0.23714000000000002,0.30176,46.83,-60.0,5.0,31.0,-55.0,-31.0,9.0,-0.55101,0.43756999999999996,46.69,-83.0,-92.0,66.0,-74.0,-85.0,27.0,-0.1968,0.26150999999999996,59.38,-41.0,17.0,38.0,-53.0,-50.0,14.0,-0.20309000000000002,0.27426999999999996,60.43,-45.0,10.0,71.0,-53.0,-48.0,14.0,-0.20351,0.28126999999999996,61.08,-45.0,-1.0,53.0,-54.0,-48.0,15.0,-0.20469,0.26516999999999996,59.77,-45.0,-5.0,86.0,-51.0,-47.0,14.0,-0.21846,0.43433,51.15,-64.0,-22.0,111.0,-59.0,-32.0,7.0,-0.29233000000000003,0.3403,45.13,-65.0,-12.0,20.0,-57.0,-35.0,12.0,-0.31919000000000003,0.31256999999999996,51.53,-57.0,-10.0,-4.0,-59.0,-48.0,18.0,Bremen
2020-04-14,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,11.0,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,-0.23714000000000002,0.30176,46.83,-60.0,5.0,31.0,-55.0,-31.0,9.0,-0.55101,0.43756999999999996,46.69,-83.0,-92.0,66.0,-74.0,-85.0,27.0,-0.1968,0.26150999999999996,59.38,-41.0,17.0,38.0,-53.0,-50.0,14.0,-0.20309000000000002,0.27426999999999996,60.43,-45.0,10.0,71.0,-53.0,-48.0,14.0,-0.20351,0.28126999999999996,61.08,-45.0,-1.0,53.0,-54.0,-48.0,15.0,-0.20469,0.26516999999999996,59.77,-45.0,-5.0,86.0,-51.0,-47.0,14.0,-0.21846,0.43433,51.15,-64.0,-22.0,111.0,-59.0,-32.0,7.0,-0.29233000000000003,0.3403,45.13,-65.0,-12.0,20.0,-57.0,-35.0,12.0,Bremen
2020-04-15,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,8.0,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,-0.23714000000000002,0.30176,46.83,-60.0,5.0,31.0,-55.0,-31.0,9.0,-0.55101,0.43756999999999996,46.69,-83.0,-92.0,66.0,-74.0,-85.0,27.0,-0.1968,0.26150999999999996,59.38,-41.0,17.0,38.0,-53.0,-50.0,14.0,-0.20309000000000002,0.27426999999999996,60.43,-45.0,10.0,71.0,-53.0,-48.0,14.0,-0.20351,0.28126999999999996,61.08,-45.0,-1.0,53.0,-54.0,-48.0,15.0,-0.20469,0.26516999999999996,59.77,-45.0,-5.0,86.0,-51.0,-47.0,14.0,-0.21846,0.43433,51.15,-64.0,-22.0,111.0,-59.0,-32.0,7.0,Bremen
2020-04-16,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,48.0,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,-0.23714000000000002,0.30176,46.83,-60.0,5.0,31.0,-55.0,-31.0,9.0,-0.55101,0.43756999999999996,46.69,-83.0,-92.0,66.0,-74.0,-85.0,27.0,-0.1968,0.26150999999999996,59.38,-41.0,17.0,38.0,-53.0,-50.0,14.0,-0.20309000000000002,0.27426999999999996,60.43,-45.0,10.0,71.0,-53.0,-48.0,14.0,-0.20351,0.28126999999999996,61.08,-45.0,-1.0,53.0,-54.0,-48.0,15.0,-0.20469,0.26516999999999996,59.77,-45.0,-5.0,86.0,-51.0,-47.0,14.0,Bremen
2020-04-17,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,16.0,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,-0.23714000000000002,0.30176,46.83,-60.0,5.0,31.0,-55.0,-31.0,9.0,-0.55101,0.43756999999999996,46.69,-83.0,-92.0,66.0,-74.0,-85.0,27.0,-0.1968,0.26150999999999996,59.38,-41.0,17.0,38.0,-53.0,-50.0,14.0,-0.20309000000000002,0.27426999999999996,60.43,-45.0,10.0,71.0,-53.0,-48.0,14.0,-0.20351,0.28126999999999996,61.08,-45.0,-1.0,53.0,-54.0,-48.0,15.0,Bremen
2020-04-18,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,17.0,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,-0.23714000000000002,0.30176,46.83,-60.0,5.0,31.0,-55.0,-31.0,9.0,-0.55101,0.43756999999999996,46.69,-83.0,-92.0,66.0,-74.0,-85.0,27.0,-0.1968,0.26150999999999996,59.38,-41.0,17.0,38.0,-53.0,-50.0,14.0,-0.20309000000000002,0.27426999999999996,60.43,-45.0,10.0,71.0,-53.0,-48.0,14.0,Bremen
2020-04-19,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,12.0,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,-0.23714000000000002,0.30176,46.83,-60.0,5.0,31.0,-55.0,-31.0,9.0,-0.55101,0.43756999999999996,46.69,-83.0,-92.0,66.0,-74.0,-85.0,27.0,-0.1968,0.26150999999999996,59.38,-41.0,17.0,38.0,-53.0,-50.0,14.0,Bremen
2020-04-20,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,16.0,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,-0.23714000000000002,0.30176,46.83,-60.0,5.0,31.0,-55.0,-31.0,9.0,-0.55101,0.43756999999999996,46.69,-83.0,-92.0,66.0,-74.0,-85.0,27.0,Bremen
2020-04-21,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,11.0,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,-0.23714000000000002,0.30176,46.83,-60.0,5.0,31.0,-55.0,-31.0,9.0,Bremen
2020-04-22,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,103.0,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,-0.21414,0.41571,40.34,-69.0,-35.0,107.0,-60.0,-25.0,5.0,Bremen
2020-04-23,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,12.0,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,-0.58504,0.49415,49.81,-85.0,-93.0,15.0,-76.0,-87.0,26.0,Bremen
2020-04-24,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,22.0,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,-0.25473,0.29657,60.16,-47.0,2.0,-13.0,-55.0,-47.0,16.0,Bremen
2020-04-25,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,12.0,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,-0.22048,0.28596,64.46,-48.0,-7.0,61.0,-50.0,-45.0,15.0,Bremen
2020-04-26,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,12.0,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,-0.21255,0.26669,63.28,-57.0,2.0,48.0,-52.0,-44.0,15.0,Bremen
2020-04-27,-0.15334,0.25111,69.44,-51.0,-15.0,71.0,-44.0,-34.0,11.0,10.0,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,-0.23909,0.26775,63.39,-59.0,-2.0,65.0,-52.0,-43.0,16.0,Bremen
2020-04-28,-0.18532,0.27301,70.13,-52.0,-9.0,8.0,-48.0,-36.0,12.0,33.0,-0.15334,0.25111,69.44,-51.0,-15.0,71.0,-44.0,-34.0,11.0,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,-0.21191,0.29600000000000004,54.29,-69.0,-12.0,51.0,-51.0,-23.0,9.0,Bremen
2020-04-29,-0.22579000000000002,0.28667,70.88,-53.0,0.0,-3.0,-47.0,-37.0,14.0,40.0,-0.18532,0.27301,70.13,-52.0,-9.0,8.0,-48.0,-36.0,12.0,-0.15334,0.25111,69.44,-51.0,-15.0,71.0,-44.0,-34.0,11.0,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,-0.1869,0.41689,58.31,-68.0,-22.0,99.0,-56.0,-21.0,6.0,Bremen
2020-04-30,-0.11042,0.22985,69.9,-37.0,24.0,-5.0,-40.0,-37.0,11.0,28.0,-0.22579000000000002,0.28667,70.88,-53.0,0.0,-3.0,-47.0,-37.0,14.0,-0.18532,0.27301,70.13,-52.0,-9.0,8.0,-48.0,-36.0,12.0,-0.15334,0.25111,69.44,-51.0,-15.0,71.0,-44.0,-34.0,11.0,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,-0.16702,0.25113,66.27,-49.0,-8.0,48.0,-46.0,-38.0,12.0,Bremen
2020-05-01,-0.55567,0.45365,56.77,-87.0,-92.0,-10.0,-73.0,-83.0,28.0,27.0,-0.11042,0.22985,69.9,-37.0,24.0,-5.0,-40.0,-37.0,11.0,-0.22579000000000002,0.28667,70.88,-53.0,0.0,-3.0,-47.0,-37.0,14.0,-0.18532,0.27301,70.13,-52.0,-9.0,8.0,-48.0,-36.0,12.0,-0.15334,0.25111,69.44,-51.0,-15.0,71.0,-44.0,-34.0,11.0,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,-0.17385,0.2602,65.83,-49.0,-6.0,42.0,-47.0,-38.0,13.0,Bremen
2020-05-02,-0.19015,0.29603,61.73,-51.0,7.0,-26.0,-47.0,-20.0,9.0,18.0,-0.55567,0.45365,56.77,-87.0,-92.0,-10.0,-73.0,-83.0,28.0,-0.11042,0.22985,69.9,-37.0,24.0,-5.0,-40.0,-37.0,11.0,-0.22579000000000002,0.28667,70.88,-53.0,0.0,-3.0,-47.0,-37.0,14.0,-0.18532,0.27301,70.13,-52.0,-9.0,8.0,-48.0,-36.0,12.0,-0.15334,0.25111,69.44,-51.0,-15.0,71.0,-44.0,-34.0,11.0,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,-0.1803,0.25369,66.94,-50.0,-5.0,64.0,-46.0,-38.0,13.0,Bremen
2020-05-03,-0.24100000000000002,0.45088999999999996,63.92,-71.0,-23.0,61.0,-55.0,-20.0,7.0,29.0,-0.19015,0.29603,61.73,-51.0,7.0,-26.0,-47.0,-20.0,9.0,-0.55567,0.45365,56.77,-87.0,-92.0,-10.0,-73.0,-83.0,28.0,-0.11042,0.22985,69.9,-37.0,24.0,-5.0,-40.0,-37.0,11.0,-0.22579000000000002,0.28667,70.88,-53.0,0.0,-3.0,-47.0,-37.0,14.0,-0.18532,0.27301,70.13,-52.0,-9.0,8.0,-48.0,-36.0,12.0,-0.15334,0.25111,69.44,-51.0,-15.0,71.0,-44.0,-34.0,11.0,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,-0.16992000000000002,0.24333000000000002,68.26,-50.0,-2.0,66.0,-46.0,-38.0,13.0,Bremen
2020-05-04,-0.11391,0.23262,74.7,-37.0,-3.0,21.0,-40.0,-32.0,11.0,30.0,-0.24100000000000002,0.45088999999999996,63.92,-71.0,-23.0,61.0,-55.0,-20.0,7.0,-0.19015,0.29603,61.73,-51.0,7.0,-26.0,-47.0,-20.0,9.0,-0.55567,0.45365,56.77,-87.0,-92.0,-10.0,-73.0,-83.0,28.0,-0.11042,0.22985,69.9,-37.0,24.0,-5.0,-40.0,-37.0,11.0,-0.22579000000000002,0.28667,70.88,-53.0,0.0,-3.0,-47.0,-37.0,14.0,-0.18532,0.27301,70.13,-52.0,-9.0,8.0,-48.0,-36.0,12.0,-0.15334,0.25111,69.44,-51.0,-15.0,71.0,-44.0,-34.0,11.0,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,-0.22832,0.25663,62.78,-55.0,-6.0,32.0,-50.0,-38.0,14.0,Bremen
2020-05-05,-0.13272,0.24402,76.46,-41.0,-3.0,12.0,-42.0,-32.0,12.0,22.0,-0.11391,0.23262,74.7,-37.0,-3.0,21.0,-40.0,-32.0,11.0,-0.24100000000000002,0.45088999999999996,63.92,-71.0,-23.0,61.0,-55.0,-20.0,7.0,-0.19015,0.29603,61.73,-51.0,7.0,-26.0,-47.0,-20.0,9.0,-0.55567,0.45365,56.77,-87.0,-92.0,-10.0,-73.0,-83.0,28.0,-0.11042,0.22985,69.9,-37.0,24.0,-5.0,-40.0,-37.0,11.0,-0.22579000000000002,0.28667,70.88,-53.0,0.0,-3.0,-47.0,-37.0,14.0,-0.18532,0.27301,70.13,-52.0,-9.0,8.0,-48.0,-36.0,12.0,-0.15334,0.25111,69.44,-51.0,-15.0,71.0,-44.0,-34.0,11.0,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,-0.21491,0.29993000000000003,55.59,-63.0,-7.0,29.0,-50.0,-21.0,9.0,Bremen
2020-05-06,-0.12563,0.23456999999999997,76.32,-41.0,-3.0,47.0,-40.0,-31.0,11.0,19.0,-0.13272,0.24402,76.46,-41.0,-3.0,12.0,-42.0,-32.0,12.0,-0.11391,0.23262,74.7,-37.0,-3.0,21.0,-40.0,-32.0,11.0,-0.24100000000000002,0.45088999999999996,63.92,-71.0,-23.0,61.0,-55.0,-20.0,7.0,-0.19015,0.29603,61.73,-51.0,7.0,-26.0,-47.0,-20.0,9.0,-0.55567,0.45365,56.77,-87.0,-92.0,-10.0,-73.0,-83.0,28.0,-0.11042,0.22985,69.9,-37.0,24.0,-5.0,-40.0,-37.0,11.0,-0.22579000000000002,0.28667,70.88,-53.0,0.0,-3.0,-47.0,-37.0,14.0,-0.18532,0.27301,70.13,-52.0,-9.0,8.0,-48.0,-36.0,12.0,-0.15334,0.25111,69.44,-51.0,-15.0,71.0,-44.0,-34.0,11.0,-0.23251,0.44469,57.72,-70.0,-25.0,76.0,-58.0,-23.0,7.0,Bremen
